CustomerID,Recency,Frequency,Monetary,AvgOrderValue,CLV,Cluster
12395.0,2,1,346.1,346.1,415.32000000000005,0
12427.0,3,1,303.5,303.5,364.20000000000005,1
12431.0,5,1,358.25,358.25,429.90000000000003,1
12433.0,5,1,1919.1399999999999,1919.1399999999999,2302.968,1
12472.0,1,1,1631.3,1631.3,1957.56,0
12557.0,3,1,620.0,620.0,744.0,1
12567.0,1,1,1526.92,1526.92,1832.304,0
12583.0,5,1,855.86,855.86,1027.0320000000002,1
12600.0,3,1,76.5,76.5,91.80000000000001,1
12647.0,1,2,372.0,186.0,446.40000000000003,0
12662.0,5,1,261.48,261.48,313.77600000000007,1
12682.0,3,1,336.24,336.24,403.48800000000006,1
12686.0,3,1,89.14,89.14,106.96799999999999,1
12712.0,3,1,175.53,175.53,210.63600000000002,1
12720.0,1,1,473.39,473.39,568.068,0
12725.0,3,1,427.8,427.8,513.36,1
12738.0,3,1,155.35,155.35,186.42000000000002,1
12747.0,1,1,358.55999999999995,358.55999999999995,430.27199999999993,0
12748.0,1,7,479.12,68.44571428571429,574.9440000000001,0
12763.0,1,1,320.08,320.08,384.096,0
12779.0,3,1,248.16,248.16,297.79200000000003,1
12791.0,5,1,192.60000000000002,192.60000000000002,231.12000000000006,1
12793.0,3,1,131.8,131.8,158.16000000000003,1
12838.0,5,1,390.79,390.79,468.9480000000001,1
12841.0,1,2,505.99,252.995,607.1880000000001,0
12855.0,4,1,38.1,38.1,45.720000000000006,1
12868.0,5,1,203.3,203.3,243.96000000000004,1
12915.0,4,1,199.65,199.65,239.58000000000004,1
12921.0,5,1,322.40000000000003,322.40000000000003,386.88,1
12947.0,5,1,304.04,304.04,364.84800000000007,1
12967.0,3,1,1368.4,1368.4,1642.08,0
12971.0,3,1,45.12,45.12,54.14399999999999,1
13011.0,3,1,50.550000000000004,50.550000000000004,60.66000000000001,1
13013.0,3,2,1528.34,764.17,1834.008,0
13034.0,1,1,165.86,165.86,199.03200000000004,0
13047.0,5,3,366.63,122.21,439.956,1
13065.0,4,1,205.86,205.86,247.03200000000004,1
13069.0,1,2,332.5,166.25,399.0,0
13081.0,2,2,2366.78,1183.39,2840.1360000000004,0
13089.0,1,1,734.3999999999999,734.3999999999999,881.2799999999997,0
13090.0,4,1,160.6,160.6,192.71999999999997,1
13093.0,5,1,799.4,799.4,959.28,1
13108.0,4,1,350.06,350.06,420.072,1
13117.0,4,1,202.12,202.12,242.54400000000004,1
13138.0,4,1,193.23,193.23,231.876,1
13145.0,3,1,295.0,295.0,354.0,1
13174.0,1,1,724.45,724.45,869.3400000000001,0
13255.0,5,1,225.7,225.7,270.84000000000003,1
13269.0,1,1,351.43,351.43,421.716,0
13305.0,4,1,136.2,136.2,163.44,1
13370.0,3,1,754.87,754.87,905.844,1
13402.0,3,1,308.28000000000003,308.28000000000003,369.93600000000004,1
13408.0,3,2,1558.68,779.34,1870.4160000000002,0
13418.0,4,2,623.24,311.62,747.888,1
13448.0,5,2,443.96000000000004,221.98000000000002,532.7520000000001,1
13468.0,5,2,360.05,180.025,432.06000000000006,1
13491.0,4,1,98.9,98.9,118.68,1
13506.0,1,1,301.12,301.12,361.34400000000005,0
13520.0,3,1,303.4,303.4,364.08,1
13576.0,4,1,349.15,349.15,418.98,1
13579.0,1,1,164.70000000000002,164.70000000000002,197.64000000000004,0
13694.0,5,1,842.12,842.12,1010.5440000000001,1
13705.0,5,1,318.14,318.14,381.76800000000003,1
13715.0,4,1,272.65000000000003,272.65000000000003,327.18000000000006,1
13747.0,5,1,79.6,79.6,95.52,1
13748.0,5,1,204.0,204.0,244.8,1
13758.0,5,1,362.45,362.45,434.93999999999994,1
13767.0,1,3,1636.96,545.6533333333333,1964.3520000000003,0
13777.0,5,7,6585.16,940.7371428571429,7902.192000000001,2
13798.0,3,1,408.0,408.0,489.6,1
13831.0,1,1,408.0,408.0,489.6,0
13838.0,1,1,238.11,238.11,285.732,0
13941.0,4,1,1095.12,1095.12,1314.144,1
14001.0,5,1,301.24,301.24,361.48800000000006,1
14031.0,3,1,1714.25,1714.25,2057.1000000000004,0
14045.0,5,1,326.4,326.4,391.68,1
14047.0,4,1,286.92,286.92,344.30400000000003,1
14060.0,4,1,339.84,339.84,407.808,1
14078.0,5,1,136.24,136.24,163.48800000000003,1
14081.0,1,1,423.52,423.52,508.22400000000005,0
14083.0,3,1,309.54,309.54,371.44800000000004,1
14135.0,4,1,485.25,485.25,582.3000000000001,1
14142.0,4,1,311.81,311.81,374.172,1
14156.0,3,1,322.2,322.2,386.64,1
14161.0,1,1,283.15,283.15,339.78,0
14180.0,4,1,201.75,201.75,242.10000000000002,1
14210.0,3,1,304.95000000000005,304.95000000000005,365.94000000000005,1
14236.0,3,1,189.3,189.3,227.16000000000003,1
14237.0,5,1,161.0,161.0,193.20000000000002,1
14307.0,5,1,783.11,783.11,939.7320000000001,1
14388.0,4,1,312.8,312.8,375.36,1
14390.0,4,1,223.7,223.7,268.44,1
14395.0,3,1,308.68,308.68,370.41600000000005,1
14396.0,3,1,110.35000000000001,110.35000000000001,132.42000000000002,1
14404.0,1,1,133.48,133.48,160.176,0
14449.0,4,1,210.24,210.24,252.288,1
14466.0,4,1,379.75,379.75,455.70000000000005,1
14491.0,4,1,127.2,127.2,152.64000000000001,1
14496.0,5,1,304.34000000000003,304.34000000000003,365.2080000000001,1
14506.0,1,1,269.7,269.7,323.64,0
14527.0,1,1,292.95,292.95,351.54,0
14573.0,3,1,413.1,413.1,495.72,1
14576.0,3,1,35.400000000000006,35.400000000000006,42.48000000000001,1
14589.0,3,1,39.75,39.75,47.7,1
14594.0,5,1,255.0,255.0,306.0,1
14606.0,1,2,391.0,195.5,469.20000000000005,0
14680.0,3,1,1680.88,1680.88,2017.0560000000003,0
14688.0,5,1,444.98,444.98,533.9760000000001,1
14696.0,5,1,294.62,294.62,353.54400000000004,1
14723.0,3,2,250.94,125.47,301.12800000000004,1
14729.0,5,1,313.49,313.49,376.18800000000005,1
14741.0,4,1,184.5,184.5,221.39999999999998,1
14775.0,3,1,406.56,406.56,487.87200000000007,1
14800.0,1,1,555.84,555.84,667.008,0
14810.0,1,1,180.44,180.44,216.52800000000002,0
14813.0,1,2,155.43,77.715,186.51600000000002,0
14829.0,4,1,236.97,236.97,284.36400000000003,1
14849.0,5,3,355.84000000000003,118.61333333333334,427.00800000000004,1
14865.0,3,1,37.2,37.2,44.64000000000001,1
14898.0,3,1,98.5,98.5,118.20000000000002,1
14901.0,4,1,204.15,204.15,244.98000000000002,1
14911.0,3,4,2283.53,570.8825,2740.2360000000003,0
15012.0,5,1,191.06,191.06,229.27200000000002,1
15023.0,1,1,460.6,460.6,552.72,0
15038.0,1,1,126.42999999999999,126.42999999999999,151.716,0
15061.0,4,6,9407.34,1567.89,11288.808,2
15070.0,4,1,106.2,106.2,127.44000000000001,1
15093.0,3,1,623.73,623.73,748.4760000000001,1
15100.0,5,1,350.4,350.4,420.48,1
15107.0,4,1,116.0,116.0,139.20000000000002,1
15111.0,4,1,288.5,288.5,346.20000000000005,1
15165.0,5,1,487.75,487.75,585.3000000000001,1
15235.0,1,2,165.05,82.525,198.06000000000003,0
15260.0,4,2,420.5,210.25,504.6,1
15291.0,5,1,328.8,328.8,394.56000000000006,1
15299.0,3,3,1835.01,611.67,2202.0119999999997,0
15311.0,1,2,1100.62,550.31,1320.744,0
15332.0,1,3,1598.06,532.6866666666666,1917.672,0
15350.0,5,1,115.65,115.65,138.78000000000003,1
15351.0,1,1,274.67,274.67,329.60400000000004,0
15363.0,4,1,326.0,326.0,391.20000000000005,1
15373.0,3,1,334.3,334.3,401.15999999999997,1
15426.0,1,1,411.42,411.42,493.70400000000006,0
15465.0,1,1,535.75,535.75,642.9000000000001,0
15485.0,5,1,950.09,950.09,1140.1080000000002,1
15502.0,1,2,736.7,368.35,884.04,0
15513.0,5,1,357.0,357.0,428.40000000000003,1
15525.0,5,1,313.93,313.93,376.716,1
15544.0,4,1,354.54,354.54,425.448,1
15545.0,2,1,135.32999999999998,135.32999999999998,162.396,0
15555.0,1,1,198.43,198.43,238.11600000000004,0
15570.0,1,1,517.65,517.65,621.1800000000001,0
15574.0,4,1,375.65,375.65,450.78,1
15601.0,4,1,768.38,768.38,922.056,1
15605.0,5,1,194.85000000000002,194.85000000000002,233.82000000000005,1
15640.0,4,1,333.72,333.72,400.46400000000006,1
15646.0,3,1,189.8,189.8,227.76,1
15658.0,4,1,306.2,306.2,367.44,1
15694.0,4,1,306.4,306.4,367.68,1
15708.0,1,1,350.68,350.68,420.81600000000003,0
15716.0,1,1,547.1,547.1,656.5200000000001,0
15732.0,4,1,138.1,138.1,165.72,1
15738.0,4,1,329.65000000000003,329.65000000000003,395.58000000000004,1
15752.0,4,1,259.65000000000003,259.65000000000003,311.58000000000004,1
15769.0,3,1,91.8,91.8,110.16,1
15808.0,1,1,1021.45,1021.45,1225.7400000000002,0
15823.0,4,1,15.0,15.0,18.0,1
15827.0,4,2,190.93,95.465,229.11599999999999,1
15862.0,5,1,354.23,354.23,425.076,1
15867.0,1,1,112.9,112.9,135.48000000000002,0
15880.0,1,1,343.28000000000003,343.28000000000003,411.93600000000004,0
15889.0,1,1,297.92,297.92,357.504,0
15894.0,1,1,156.74,156.74,188.08800000000002,0
15922.0,5,1,369.5,369.5,443.40000000000003,1
15923.0,4,1,127.08,127.08,152.496,1
15953.0,1,1,209.84,209.84,251.80800000000002,0
15955.0,4,1,572.38,572.38,686.856,1
15983.0,5,1,440.89,440.89,529.068,1
16013.0,3,2,1062.0,531.0,1274.4,0
16029.0,3,3,4271.5199999999995,1423.84,5125.824,2
16033.0,1,1,155.64000000000001,155.64000000000001,186.76800000000003,0
16048.0,5,2,256.44,128.22,307.728,1
16098.0,5,1,430.6,430.6,516.72,1
16140.0,3,1,124.14,124.14,148.96800000000002,1
16143.0,1,1,355.75,355.75,426.90000000000003,0
16150.0,3,1,393.42,393.42,472.10400000000004,1
16168.0,1,1,275.8,275.8,330.96000000000004,0
16186.0,4,1,307.68,307.68,369.216,1
16203.0,4,1,170.7,170.7,204.84,1
16210.0,5,1,2474.7400000000002,2474.7400000000002,2969.6880000000006,1
16218.0,5,1,471.3,471.3,565.5600000000001,1
16241.0,1,1,277.65000000000003,277.65000000000003,333.18000000000006,0
16244.0,4,1,1056.63,1056.63,1267.9560000000001,1
16250.0,5,1,226.14,226.14,271.368,1
16274.0,5,1,357.95,357.95,429.54,1
16327.0,1,1,535.6,535.6,642.72,0
16353.0,1,1,204.0,204.0,244.8,0
16393.0,1,1,184.8,184.8,221.76,0
16402.0,1,1,211.8,211.8,254.16000000000003,0
16411.0,1,1,131.5,131.5,157.8,0
16422.0,1,1,1668.2,1668.2,2001.8400000000001,0
16455.0,2,2,381.3,190.65,457.56000000000006,0
16456.0,5,1,787.4,787.4,944.8800000000001,1
16477.0,3,1,225.65,225.65,270.78000000000003,1
16510.0,4,1,248.1,248.1,297.72,1
16539.0,5,1,442.34999999999997,442.34999999999997,530.8199999999999,1
16546.0,4,1,299.40000000000003,299.40000000000003,359.2800000000001,1
16552.0,5,1,95.29,95.29,114.34800000000001,1
16583.0,5,1,233.45,233.45,280.14,1
16634.0,3,1,164.8,164.8,197.76,1
16718.0,1,1,623.75,623.75,748.5,0
16725.0,3,1,122.15,122.15,146.58,1
16752.0,4,1,207.5,207.5,249.0,1
16754.0,3,1,2002.4,2002.4,2402.88,0
16770.0,4,1,130.8,130.8,156.96000000000004,1
16781.0,4,1,311.25,311.25,373.5,1
16814.0,1,1,273.29,273.29,327.94800000000004,0
16835.0,4,1,81.75,81.75,98.10000000000001,1
16839.0,1,1,552.24,552.24,662.6880000000001,0
16883.0,3,1,128.03,128.03,153.63600000000002,1
16891.0,3,1,232.26,232.26,278.712,1
16905.0,3,1,254.39999999999998,254.39999999999998,305.28,1
16916.0,4,1,198.08,198.08,237.69600000000003,1
16926.0,3,1,230.25,230.25,276.3,1
16928.0,5,1,116.25,116.25,139.5,1
16931.0,1,1,152.05,152.05,182.46000000000004,0
16955.0,5,1,156.1,156.1,187.32,1
16983.0,1,1,163.49,163.49,196.188,0
17017.0,4,2,877.3199999999999,438.65999999999997,1052.784,1
17025.0,5,2,160.97,80.485,193.16400000000002,1
17026.0,1,1,33.15,33.15,39.78,0
17059.0,1,1,722.36,722.36,866.8320000000001,0
17062.0,1,1,179.64000000000001,179.64000000000001,215.56800000000004,0
17069.0,4,1,277.05,277.05,332.46000000000004,1
17135.0,3,1,215.57999999999998,215.57999999999998,258.696,1
17181.0,5,1,155.52,155.52,186.62400000000002,1
17198.0,3,1,272.01,272.01,326.41200000000003,1
17211.0,1,1,273.3,273.3,327.96000000000004,0
17228.0,4,1,183.3,183.3,219.96000000000004,1
17235.0,4,1,341.9,341.9,410.28,1
17238.0,3,2,370.09000000000003,185.04500000000002,444.10800000000006,1
17243.0,1,1,256.90000000000003,256.90000000000003,308.2800000000001,0
17287.0,4,1,113.92,113.92,136.704,1
17346.0,5,1,146.61,146.61,175.93200000000002,1
17377.0,5,1,223.9,223.9,268.68,1
17381.0,4,2,1036.08,518.04,1243.296,1
17396.0,3,1,397.5,397.5,477.0,1
17402.0,1,2,459.96999999999997,229.98499999999999,551.9639999999999,0
17412.0,3,1,197.3,197.3,236.76000000000005,1
17420.0,5,1,130.85,130.85,157.02,1
17460.0,4,2,70.30000000000001,35.150000000000006,84.36000000000001,1
17511.0,5,1,1825.74,1825.74,2190.888,1
17552.0,3,2,298.52,149.26,358.224,1
17567.0,4,1,517.95,517.95,621.5400000000001,1
17572.0,5,1,70.80000000000001,70.80000000000001,84.96000000000002,1
17581.0,4,2,786.78,393.39,944.136,1
17643.0,5,1,101.55,101.55,121.86000000000001,1
17659.0,3,1,247.8,247.8,297.36,1
17685.0,4,1,452.52,452.52,543.024,1
17690.0,5,2,376.8,188.4,452.15999999999997,1
17732.0,4,1,303.97,303.97,364.76400000000007,1
17757.0,3,1,143.45000000000002,143.45000000000002,172.14000000000004,1
17760.0,5,1,172.54,172.54,207.048,1
17787.0,3,1,736.28,736.28,883.5360000000001,1
17796.0,1,1,114.65,114.65,137.58,0
17802.0,4,1,100.2,100.2,120.24000000000001,1
17809.0,3,3,1251.5,417.1666666666667,1501.8000000000002,0
17819.0,3,1,591.47,591.47,709.7640000000001,1
17838.0,4,1,717.1600000000001,717.1600000000001,860.5920000000001,1
17841.0,3,2,876.92,438.46,1052.304,1
17850.0,4,34,5391.21,158.565,6469.451999999999,3
17855.0,4,1,208.97,208.97,250.764,1
17858.0,1,1,251.25,251.25,301.5,0
17863.0,1,1,384.71999999999997,384.71999999999997,461.664,0
17873.0,5,1,215.14999999999998,215.14999999999998,258.18,1
17884.0,3,1,187.51,187.51,225.012,1
17897.0,5,1,165.89,165.89,199.06799999999998,1
17905.0,5,1,201.75,201.75,242.10000000000002,1
17908.0,5,1,243.28,243.28,291.93600000000004,1
17920.0,5,1,514.41,514.41,617.292,1
17924.0,5,1,279.0,279.0,334.8,1
17925.0,4,1,244.08,244.08,292.896,1
17949.0,3,1,1314.0,1314.0,1576.8000000000002,0
17951.0,5,1,295.5,295.5,354.6,1
17954.0,3,1,108.78,108.78,130.536,1
17961.0,3,1,127.55,127.55,153.06,1
17964.0,4,1,261.76,261.76,314.112,1
17965.0,1,1,37.35,37.35,44.82000000000001,0
17967.0,3,1,123.07,123.07,147.684,1
17968.0,5,1,277.35,277.35,332.82000000000005,1
17976.0,4,1,353.19,353.19,423.82800000000003,1
18011.0,4,1,102.78999999999999,102.78999999999999,123.348,1
18041.0,4,2,428.94,214.47,514.7280000000001,1
18055.0,1,1,431.45,431.45,517.74,0
18074.0,5,1,489.6,489.6,587.5200000000001,1
18085.0,5,1,303.9,303.9,364.68,1
18109.0,1,1,277.45,277.45,332.94,0
18118.0,1,1,475.86,475.86,571.032,0
18144.0,5,1,165.04999999999998,165.04999999999998,198.06,1
18156.0,1,1,206.23000000000002,206.23000000000002,247.47600000000006,0
18168.0,3,1,263.3,263.3,315.96000000000004,1
18229.0,4,1,344.2,344.2,413.04,1
18239.0,3,1,438.1,438.1,525.72,1
